aj1-04233	u51ab-t	0	0	200	200
cdp-8de8	cdp-8de8-var-003	0	0	200	200
cdp-8b64-10-var-001	cdp-8b64-10-var-005	0	0	200	200
cdp-8b64-11-var-001	cdp-8b64-11-var-002	0	0	200	200
u2103	mihail-jp_gothic-u2103	0	0	200	200
u3005	mihail-jp_gothic-u3005	0	0	200	200
u3006	mihail-jp_gothic-u3006	0	0	200	200
u300e	mihail-jp_ming-u300e	0	0	200	200
u300f	mihail-jp_ming-u300f	0	0	200	200
u3042	mihail-jp_gothkana-u3042	0	0	200	200
u3044	mihail-jp_gothkana-u3044	0	0	200	200
u3046	mihail-jp_gothkana-u3046	0	0	200	200
u3048	mihail-jp_gothkana-u3048	0	0	200	200
u304a	mihail-jp_gothkana-u304a	0	0	200	200
u304b	mihail-jp_gothkana-u304b	0	0	200	200
u304d	mihail-jp_gothkana-u304d	0	0	200	200
u304f	mihail-jp_gothkana-u304f	0	0	200	200
u3051	mihail-jp_gothkana-u3051	0	0	200	200
u3053	mihail-jp_gothkana-u3053	0	0	200	200
u3055	mihail-jp_gothkana-u3055	0	0	200	200
u3057	mihail-jp_gothkana-u3057	0	0	200	200
u3059	mihail-jp_gothkana-u3059	0	0	200	200
u305b	mihail-jp_gothkana-u305b	0	0	200	200
u305d	mihail-jp_gothkana-u305d-var-001	0	0	200	200
u305f	mihail-jp_gothkana-u305f	0	0	200	200
u3061	mihail-jp_gothkana-u3061	0	0	200	200
u3064	mihail-jp_gothkana-u3064	0	0	200	200
u3066	mihail-jp_gothkana-u3066	0	0	200	200
u3068	mihail-jp_gothkana-u3068	0	0	200	200
u306a	mihail-jp_gothkana-u306a	0	0	200	200
u306b	mihail-jp_gothkana-u306b	0	0	200	200
u306c	mihail-jp_gothkana-u306c	0	0	200	200
u306d	mihail-jp_gothkana-u306d	0	0	200	200
u306e	mihail-jp_gothkana-u306e	0	0	200	200
u306f	mihail-jp_gothkana-u306f	0	0	200	200
u3072	mihail-jp_gothkana-u3072	0	0	200	200
u3075	mihail-jp_gothkana-u3075	0	0	200	200
u3078	mihail-jp_gothkana-u3078	0	0	200	200
u307b	mihail-jp_gothkana-u307b	0	0	200	200
u307e	mihail-jp_gothkana-u307e	0	0	200	200
u307f	mihail-jp_gothkana-u307f	0	0	200	200
u3080	mihail-jp_gothkana-u3080	0	0	200	200
u3081	mihail-jp_gothkana-u3081	0	0	200	200
u3082	mihail-jp_gothkana-u3082	0	0	200	200
u3084	mihail-jp_gothkana-u3084	0	0	200	200
u3086	mihail-jp_gothkana-u3086	0	0	200	200
u3088	mihail-jp_gothkana-u3088	0	0	200	200
u3089	mihail-jp_gothkana-u3089	0	0	200	200
u308a	mihail-jp_gothkana-u308a	0	0	200	200
u308b	mihail-jp_gothkana-u308b	0	0	200	200
u308c	mihail-jp_gothkana-u308c	0	0	200	200
u308d	mihail-jp_gothkana-u308d	0	0	200	200
u308f	mihail-jp_gothkana-u308f	0	0	200	200
u3090	mihail-jp_gothkana-u3090	0	0	200	200
u3091	mihail-jp_gothkana-u3091	0	0	200	200
u3092	mihail-jp_gothkana-u3092	0	0	200	200
u3093	mihail-jp_gothkana-u3093	0	0	200	200
u309a	mihail-jp_gothkana-u309a	0	0	200	200
u309d	mihail-jp_gothkana-u309d	0	0	200	200
u30a2	mihail-jp_mingkana-u30a2	0	0	200	200
u30a4	mihail-jp_mingkana-u30a4	0	0	200	200
u30a6	mihail-jp_mingkana-u30a6	0	0	200	200
u30a8	mihail-jp_mingkana-u30a8	0	0	200	200
u30aa	mihail-jp_mingkana-u30aa	0	0	200	200
u30ab	mihail-jp_mingkana-u30ab	0	0	200	200
u30ad	mihail-jp_mingkana-u30ad	0	0	200	200
u30af	mihail-jp_mingkana-u30af	0	0	200	200
u30b1	mihail-jp_mingkana-u30b1	0	0	200	200
u30b3	mihail-jp_mingkana-u30b3	0	0	200	200
u30b5	mihail-jp_mingkana-u30b5	0	0	200	200
u30b7	mihail-jp_mingkana-u30b7	0	0	200	200
u30b9	mihail-jp_mingkana-u30b9	0	0	200	200
